Lat GPS (deg),Long GPS (deg),Accelerometer Y (rad/s^2),Gyroscope X (rad/s),Gyroscope Z (rad/s),Steering Angle encoder(rad),Speed VESC (rad/s),Time (ms),Time,flag,Input,Reset Traj,State Estimate X (m),State Estimate Y (m),State Estimate Psi (rad),State Estimate Roll (rad),State Estimate Rollrate (rad/s),State Estimate Delta (rad),State Estimate Velocity (m/s),Steerrate input (rad/s),Rollref,Closestpoint,Error1,Error2,Dpsiref contribution,Lateral contribution,Heading contribution
0.0000000000,0.0000000000,-0.098578,-0.00532,0.007378,0.062379,-0.042726,5408228,0,0,0,0,1331912.186509,6414564.288914,2.053392,0.00033,-0.003793,0.062086,-0.013288,0,0.000001,1,0.014221,0.028752,-0.037975,-0.000064,-0.002783
1.0068374318,0.2090594415,-0.067461,-0.011275,0.0086,0.062379,-0.042726,5408327,0,1,0,0,1331905.858758,6414572.212404,-2.522509,-0.000686,-0.007458,0.062079,-0.013278,0,0.000003,65,-0.60713,1.545314,-0.040305,0.002715,-0.149555
1.0068374318,0.2090594415,-0.081823,-0.018148,0.004171,0.062549,-0.042726,5408427,0,7,0,0,1331905.862930,6414572.208882,-2.511842,-0.002365,-0.015704,0.062242,-0.013288,0,0.000003,65,-0.608348,1.555978,-0.027622,0.002721,-0.150588
1.0068374318,0.2090594444,-0.106956,-0.01998,0.006309,0.062662,-0.042726,5408527,0,14,0,0,1331905.867146,6414572.205397,-2.501152,-0.00469,-0.019979,0.062353,-0.013288,0,0.000003,65,-0.609624,1.566666,-0.019216,0.002726,-0.151622
1.0068374289,0.2090594444,-0.128499,-0.027463,0.008753,0.062804,-0.042726,5408627,0,20,0,0,1331905.871408,6414572.201945,-2.490433,-0.007337,-0.027463,0.062501,-0.013288,0,0.000003,65,-0.610957,1.577382,-0.013644,0.002732,-0.152659
1.0068374289,0.2090594444,-0.230229,-0.012344,0.004019,0.062832,-0.042726,5408727,0,28,0,0,1331905.875709,6414572.198535,-2.479705,-0.009633,-0.016161,0.062523,-0.013288,0,0.000003,65,-0.612488,1.589183,-0.009951,0.002739,-0.153801
1.0068374289,0.2090594444,-0.151238,-0.015093,0.004629,0.063228,-0.042726,5408827,0,34,0,0,1331905.880053,6414572.195164,-2.468955,-0.010861,-0.008978,0.062918,-0.013288,0,0.000002,65,-0.61394,1.599932,-0.007503,0.002746,-0.154841
1.0068374289,0.2090594444,-0.151238,-0.016315,0.006615,0.064756,-0.042726,5408927,0,41,0,0,1331905.884490,6414572.191768,-2.458022,-0.012129,-0.012794,0.064449,-0.013288,0,0.000002,65,-0.615453,1.610866,-0.00588,0.002752,-0.1559
1.0068374289,0.2090594444,-0.197914,-0.015857,0.005698,0.065521,-0.042726,5409027,0,47,0,0,1331905.889029,6414572.188344,-2.446885,-0.013606,-0.018147,0.065194,-0.013288,0,0.000002,65,-0.616869,1.620884,-0.004805,0.002759,-0.156869
1.0068374289,0.2090594444,-0.232622,-0.008832,0.006462,0.065521,-0.042726,5409128,0,53,0,0,1331908.724120,6414569.518222,1.088827,-0.015029,-0.011884,0.065207,-0.013291,0,-0.000002,65,-1.030637,-1.189811,-0.004093,0.004609,0.11515
1.0068374289,0.2090594444,-0.21467,-0.00593,0.006615,0.065549,-0.042726,5409227,0,59,0,0,1331910.927633,6414567.576728,-1.498395,-0.015928,-0.009594,0.06523,-0.013288,0,0.000004,65,-1.44484,2.506152,-0.003622,0.006461,-0.242545
1.0068374318,0.2090594444,-0.156026,-0.00761,0.004629,0.065606,-0.042726,5409327,0,66,0,0,1331912.563287,6414566.186329,-0.104434,-0.016663,-0.007608,0.065276,-0.013286,0,-0.000004,65,-1.786111,-2.383073,-0.003304,0.007987,0.230634
1.0068374289,0.2090594444,-0.171584,-0.010817,0.005546,0.065719,-0.042726,5409427,0,72,0,0,1331913.704310,6414565.009161,-1.064467,-0.017682,-0.010814,0.065335,-0.013286,0,0.000004,65,-1.889204,2.940078,-0.003094,0.008449,-0.284541
1.0068374318,0.2090594473,-0.208686,-0.00929,0.008447,0.065832,-0.042726,5409527,0,79,0,0,1331914.633936,6414564.197615,-0.684154,-0.018765,-0.009288,0.065485,-0.01328,0,-0.000005,65,-2.069253,-2.962797,-0.002955,0.009254,0.286739
1.0068374318,0.2090594444,-0.201505,-0.013872,0.00692,0.06603,-0.042726,5409627,0,85,0,0,1331915.319469,6414563.546844,-0.747626,-0.019865,-0.014783,0.065659,-0.013288,0,-0.000005,65,-2.168006,-3.026271,-0.002863,0.009695,0.292883
1.0068374318,0.2090594444,-0.190734,-0.010054,0.012876,0.066256,-0.042726,5409727,0,93,0,0,1331915.855662,6414563.044903,-0.749947,-0.020974,-0.012339,0.065901,-0.013283,0,-0.000005,65,-2.249843,-3.028597,-0.002803,0.010061,0.293108
1.0068374318,0.2090594444,-0.213473,-0.013566,0.004935,0.066709,-0.042726,5409827,0,93,0,0,1331915.858505,6414563.049945,-0.738598,-0.022122,-0.01341,0.066384,-0.013288,0,-0.000005,65,-2.255277,-3.017256,-0.002765,0.010086,0.29201
1.0068374289,0.2090594444,-0.217064,-0.015246,0.004782,0.066851,-0.042726,5409927,0,106,0,0,1331916.596238,6414562.343677,-0.75367,-0.023199,-0.011119,0.066503,-0.013285,0,-0.000005,65,-2.357703,-3.032331,-0.002737,0.010544,0.293469
1.0068374289,0.2090594444,-0.202702,-0.008985,0.01028,0.066936,-0.042726,5410027,0,112,0,0,1331916.848474,6414562.105905,-0.750648,-0.024036,-0.008217,0.066611,-0.013285,0,-0.000005,65,-2.39513,-3.029311,-0.00272,0.010711,0.293177
1.0068374289,0.2090594444,-0.21826,-0.009748,0.010127,0.066992,-0.042726,5410128,0,118,0,0,1331917.044622,6414561.921228,-0.747216,-0.025013,-0.008521,0.066668,-0.013287,0,-0.000005,65,-2.424381,-3.025879,-0.002709,0.010842,0.292845
1.0068374289,0.2090594473,-0.202702,-0.020438,0.007836,0.067077,-0.042726,5410227,0,125,0,0,1331917.201278,6414561.777728,-0.741416,-0.02637,-0.020434,0.06675,-0.013286,0,-0.000005,65,-2.450336,-3.020081,-0.002703,0.010958,0.292283
1.0068374289,0.2090594473,-0.229032,-0.022882,0.013792,0.067106,-0.042726,5410327,0,132,0,0,1331917.322980,6414561.666143,-0.736451,-0.028053,-0.022876,0.066796,-0.013287,0,-0.000005,65,-2.470434,-3.015116,-0.002698,0.011048,0.291803
1.0068374289,0.2090594503,-0.314006,-0.018453,0.012265,0.067106,-0.042726,5410427,0,138,0,0,1331917.421747,6414561.579443,-0.729361,-0.029993,-0.019823,0.06679,-0.013282,0,-0.000005,65,-2.489248,-3.008026,-0.002695,0.011132,0.291117
1.0068374289,0.2090594503,-0.306825,-0.015246,-0.000257,0.067106,-0.042726,5410527,0,144,0,0,1331917.498595,6414561.512262,-0.722708,-0.03157,-0.015242,0.066753,-0.013288,0,-0.000005,65,-2.504069,-3.001373,-0.002693,0.011198,0.290473
1.0068374260,0.2090594503,-0.31999,-0.011581,0.005546,0.067106,-0.042726,5410627,0,151,0,0,1331917.558020,6414561.455553,-0.719981,-0.032804,-0.016617,0.066772,-0.013287,0,-0.000005,65,-2.512982,-2.997501,-0.002692,0.011238,0.290098
1.0068374260,0.2090594503,-0.314006,-0.009137,0.006767,0.067134,-0.042726,5410727,0,158,0,0,1331917.604240,6414561.411524,-0.71657,-0.033549,-0.009132,0.066803,-0.013287,0,-0.000005,65,-2.519542,-2.994089,-0.002691,0.011267,0.289768
1.0068374260,0.2090594503,-0.324777,-0.005778,0.010127,0.067134,-0.042726,5410827,0,165,0,0,1331917.640038,6414561.377088,-0.713003,-0.034029,-0.005773,0.066813,-0.013272,0,-0.000005,65,-2.524425,-2.98377,-0.002691,0.011289,0.288769
1.0068374260,0.2090594532,-0.302038,-0.006389,0.007073,0.067134,-0.042726,5410927,0,171,0,0,1331917.672299,6414561.350790,-0.705932,-0.03408,-0.004245,0.066807,-0.013287,0,-0.000005,65,-2.531322,-2.984597,-0.002691,0.01132,0.288849
1.0068374260,0.2090594532,-0.303235,0.002469,0.003713,0.067134,-0.042726,5411028,0,178,0,0,1331917.697324,6414561.330333,-0.699287,-0.033889,0.001406,0.06682,-0.013287,0,-0.000005,65,-2.537071,-2.977953,-0.002691,0.011346,0.288206
1.0068374289,0.2090594532,-0.329565,0.007661,0.011807,0.067134,-0.042726,5411126,0,183,0,0,1331917.716975,6414561.318893,-0.689604,-0.033068,0.007666,0.066818,-0.013288,0,-0.000005,65,-2.544589,-2.96827,-0.002691,0.011379,0.287269
1.0068374260,0.2090594532,-0.287676,0.01209,0.005088,0.067134,-0.042726,5411227,0,190,0,0,1331917.731917,6414561.305482,-0.684243,-0.031665,0.012095,0.066798,-0.013288,0,-0.000005,65,-2.547246,-2.962909,-0.00269,0.011391,0.28675
1.0068374289,0.2090594561,-0.182356,0.013923,0.005393,0.067134,-0.042726,5411327,0,197,0,0,1331917.747953,6414561.299596,-0.673006,-0.030148,0.006293,0.066804,-0.013288,0,-0.000005,65,-2.555621,-2.951672,-0.00269,0.011429,0.285663
1.0068374289,0.2090594561,-0.144058,0.002622,0.00127,0.067134,-0.042726,5411427,0,203,0,0,1331917.760297,6414561.294951,-0.663122,-0.028545,0.004155,0.066801,-0.013288,0,-0.000005,65,-2.561995,-2.941787,-0.00269,0.011457,0.284706
1.0068374289,0.2090594561,-0.217064,-0.00593,0.009516,0.067134,-0.042726,5411527,0,210,0,0,1331917.769800,6414561.291291,-0.654217,-0.028335,0.001099,0.066805,-0.013288,0,-0.000005,65,-2.566847,-2.932883,-0.00269,0.011479,0.283844
1.0068374289,0.2090594590,-0.213473,-0.006999,0.002644,0.067134,-0.042726,5411627,0,216,0,0,1331917.781366,6414561.288585,-0.643564,-0.028589,-0.006689,0.066795,-0.013288,0,-0.000005,65,-2.573889,-2.92223,-0.002691,0.01151,0.282813
1.0068374289,0.2090594561,-0.176372,-0.008068,0.006767,0.067162,-0.042726,5411727,0,223,0,0,1331917.786002,6414561.286249,-0.636497,-0.0291,-0.008063,0.066803,-0.013288,0,-0.000005,65,-2.575899,-2.915162,-0.002691,0.011519,0.282129
1.0068374289,0.2090594561,-0.217064,-0.016468,0.00692,0.06719,-0.042726,5411827,0,230,0,0,1331917.789507,6414561.284301,-0.629783,-0.029716,-0.01234,0.066869,-0.013287,0,-0.000005,65,-2.577301,-2.90845,-0.002691,0.011526,0.28148
1.0068374289,0.2090594590,-0.202702,-0.015704,0.004477,0.000028,-0.042726,5411927,0,237,0,0,1331917.795611,6414561.281796,-0.624004,-0.030768,-0.016309,0.000045,-0.013287,0,-0.000005,65,-2.580872,-2.901524,-0.002691,0.011542,0.280809
1.0068374289,0.2090594590,-0.278101,-0.01998,0.006615,0.000028,-0.042726,5412028,0,243,0,0,1331917.798568,6414561.277378,-0.625693,-0.031666,-0.020434,0.000046,-0.013287,0,-0.000005,65,-2.580221,-2.903212,-0.002691,0.011539,0.280973
1.0068374289,0.2090594590,-0.282889,-0.016621,0.0086,0.000057,-0.042726,5412126,0,249,0,0,1331917.800866,6414561.273993,-0.626962,-0.032399,-0.016616,0.000083,-0.013288,0,-0.000005,65,-2.579801,-2.904482,-0.002691,0.011537,0.281096
1.0068374260,0.2090594619,-0.328368,-0.00929,0.00692,0.000057,-0.042726,5412227,0,256,0,0,1331917.806750,6414561.267195,-0.628827,-0.032743,-0.010201,0.000094,-0.013288,0,-0.000005,65,-2.579861,-2.906347,-0.002691,0.011537,0.281276
1.0068374289,0.2090594590,-0.328368,0.000636,0.004935,0.000057,-0.042726,5412327,0,262,0,0,1331917.807267,6414561.266136,-0.629322,-0.032227,0.003236,0.000077,-0.013288,0,-0.000005,65,-2.579567,-2.906843,-0.002691,0.011536,0.281324
1.0068374260,0.2090594590,-0.249378,0.005981,0.002033,0.000057,-0.042726,5412427,0,269,0,0,1331917.807530,6414561.260945,-0.633001,-0.030928,0.005223,0.000077,-0.013287,0,-0.000005,65,-2.576365,-2.91052,-0.002691,0.011522,0.28168
1.0068374260,0.2090594590,-0.157223,0.006898,0.007684,0.000057,-0.042726,5412527,0,275,0,0,1331917.807735,6414561.257012,-0.635776,-0.029477,0.004155,0.000065,-0.013288,0,-0.000005,65,-2.573968,-2.913295,-0.002691,0.011511,0.281949
1.0068374289,0.2090594619,-0.08302,-0.016621,0.014709,0.000057,-0.042726,5412627,0,281,0,0,1331917.812377,6414561.258515,-0.632152,-0.029127,-0.012796,0.000104,-0.013288,0,-0.000005,65,-2.578503,-2.909673,-0.002691,0.011531,0.281598
1.0068374260,0.2090594619,-0.220654,-0.021202,0.005393,0.000057,-0.042726,5412727,0,289,0,0,1331917.815767,6414561.255261,-0.632712,-0.030367,-0.023182,0.000067,-0.013288,0,-0.000005,65,-2.578969,-2.910232,-0.002691,0.011533,0.281652
1.0068374260,0.2090594619,-0.264936,-0.022118,0.003102,0.000057,-0.042726,5412827,0,296,0,0,1331917.818458,6414561.252706,-0.633131,-0.031892,-0.016615,0.000078,-0.013286,0,-0.000005,65,-2.578671,-2.910217,-0.002691,0.011532,0.281651
1.0068374260,0.2090594619,-0.292463,-0.013566,0.009669,0.000057,-0.042726,5412928,0,302,0,0,1331917.820507,6414561.250763,-0.633447,-0.033171,-0.015089,0.000099,-0.013288,0,-0.000005,65,-2.579652,-2.910968,-0.002691,0.011536,0.281723
1.0068374260,0.2090594648,-0.298447,-0.014482,0.00127,0.000057,-0.042726,5413027,0,309,0,0,1331917.826403,6414561.249393,-0.631265,-0.034022,-0.019059,0.000054,-0.013286,0,-0.000005,65,-2.579355,-2.910954,-0.002691,0.011535,0.281722
1.0068374260,0.2090594648,-0.296054,-0.008527,0.005546,0.000057,-0.042726,5413127,0,315,0,0,1331917.830933,6414561.248306,-0.62962,-0.034571,-0.009285,0.000074,-0.013287,0,-0.000005,65,-2.585987,-2.90714,-0.002691,0.011565,0.281353
1.0068374260,0.2090594619,-0.321187,-0.020591,0.006462,0.000057,-0.042726,5413227,0,321,0,0,1331917.830134,6414561.247297,-0.630786,-0.03507,-0.017989,0.000078,-0.013288,0,-0.000005,65,-2.584724,-2.908306,-0.002691,0.011559,0.281466
1.0068374260,0.2090594648,-0.327171,-0.015399,0.006615,0.000057,-0.042726,5413327,0,328,0,0,1331917.833828,6414561.246669,-0.629254,-0.035911,-0.016309,0.000083,-0.013287,0,-0.000005,65,-2.587125,-2.906775,-0.002691,0.01157,0.281318
1.0068374260,0.2090594648,-0.303235,-0.012803,0.007378,0.000057,-0.042726,5413427,0,334,0,0,1331917.836654,6414561.246170,-0.628099,-0.036434,-0.012796,0.000079,-0.013288,0,-0.000005,65,-2.588951,-2.905619,-0.002691,0.011578,0.281206
1.0068374260,0.2090594648,-0.310416,-0.014177,0.000964,0.000057,-0.042726,5413527,0,340,0,0,1331917.838812,6414561.245780,-0.627222,-0.036678,-0.012645,0.000075,-0.013288,0,-0.000005,65,-2.590338,-2.904742,-0.002691,0.011584,0.281121
1.0068374260,0.2090594648,-0.298447,-0.014941,0.012571,0.000085,-0.042726,5413627,0,347,0,0,1331917.840501,6414561.245443,-0.62656,-0.036902,-0.009586,0.000119,-0.013288,0,-0.000005,65,-2.591404,-2.90408,-0.002691,0.011589,0.281057
1.0068374260,0.2090594648,-0.483954,-0.016773,0.009364,0.000113,-0.042726,5413727,0,354,0,0,1331917.841832,6414561.245154,-0.62605,-0.037658,-0.01967,0.000137,-0.013288,0,-0.000005,65,-2.592228,-2.903571,-0.002691,0.011592,0.281008
1.0068374260,0.2090594648,-0.430098,-0.006083,0.004019,0.000113,-0.042726,5413828,0,361,0,0,1331917.842860,6414561.244921,-0.62566,-0.037806,-0.010202,0.000124,-0.013288,0,-0.000005,65,-2.592859,-2.903181,-0.002691,0.011595,0.28097
1.0068374231,0.2090594677,-0.427704,0.002927,0.007378,0.000113,-0.042726,5413927,0,367,0,0,1331917.847734,6414561.240541,-0.626282,-0.03703,0.000031,0.000133,-0.013287,0,-0.000005,65,-2.593722,-2.903804,-0.002691,0.011599,0.28103
1.0068374231,0.2090594677,-0.347517,-0.001654,0.00524,0.000113,-0.042726,5414027,0,374,0,0,1331917.851531,6414561.237148,-0.626748,-0.035948,-0.003024,0.000121,-0.013287,0,-0.000005,65,-2.594375,-2.904267,-0.002691,0.011602,0.281075
1.0068374231,0.2090594677,-0.251771,-0.006694,0.00692,0.000113,-0.042726,5414127,0,380,0,0,1331917.854465,6414561.234537,-0.627095,-0.035179,-0.009132,0.000146,-0.013288,0,-0.000005,65,-2.594912,-2.904614,-0.002691,0.011604,0.281108
1.0068374231,0.2090594706,-0.445656,-0.008374,0.00295,0.000113,-0.042726,5414227,0,386,0,0,1331917.861000,6414561.232683,-0.624956,-0.035276,-0.008216,0.00012,-0.013288,0,-0.000005,65,-2.598677,-2.902475,-0.002691,0.011621,0.280902
1.0068374231,0.2090594706,-0.302038,-0.002876,0.008447,0.000113,-0.042726,5414327,0,393,0,0,1331917.866051,6414561.231203,-0.623343,-0.035074,-0.001344,0.000147,-0.013288,0,-0.000005,65,-2.601557,-2.900862,-0.002691,0.011634,0.280745
1.0068374231,0.2090594706,-0.343926,-0.006694,-0.000563,0.000113,-0.042726,5414427,0,399,0,0,1331917.869932,6414561.230040,-0.622125,-0.034821,-0.009132,0.000115,-0.013288,0,-0.000005,65,-2.603754,-2.899645,-0.002691,0.011644,0.280628
1.0068374231,0.2090594706,-0.330761,-0.005167,0.006309,0.000113,-0.042726,5414527,0,406,0,0,1331917.872981,6414561.229080,-0.621205,-0.034751,-0.006384,0.000125,-0.013287,0,-0.000005,65,-2.60548,-2.898726,-0.002691,0.011652,0.280539
1.0068374231,0.2090594706,-0.327171,-0.008527,0.003866,0.000113,-0.042726,5414627,0,412,0,0,1331917.875291,6414561.228352,-0.620507,-0.034636,-0.00898,0.000143,-0.013288,0,-0.000005,65,-2.606764,-2.898028,-0.002691,0.011657,0.280471
1.0068374231,0.2090594706,-0.353501,-0.009901,0.00295,0.000113,-0.042726,5414727,0,420,0,0,1331917.877125,6414561.227739,-0.619976,-0.034574,-0.008217,0.000123,-0.013288,0,-0.000005,65,-2.607761,-2.897497,-0.002691,0.011662,0.28042
1.0068374231,0.2090594735,-0.388209,-0.010512,0.012113,0.000113,-0.042726,5414828,0,426,0,0,1331917.882791,6414561.227421,-0.617199,-0.034812,-0.010506,0.00015,-0.013287,0,-0.000005,65,-2.611864,-2.89472,-0.002691,0.01168,0.280151
1.0068374231,0.2090594735,-0.426507,-0.010817,0.006615,0.000113,-0.042726,5414927,0,433,0,0,1331917.887160,6414561.227124,-0.615102,-0.034864,-0.010813,0.000133,-0.013287,0,-0.000005,65,-2.614993,-2.892623,-0.002691,0.011694,0.279948
1.0068374231,0.2090594735,-0.487545,0.007203,-0.00713,0.000142,-0.042726,5415027,0,439,0,0,1331917.890504,6414561.226873,-0.613515,-0.034107,0.007206,0.000141,-0.013288,0,-0.000005,65,-2.617374,-2.891036,-0.002691,0.011705,0.279795
1.0068374231,0.2090594735,-0.414539,0.026445,0.012723,0.000142,-0.042726,5415127,0,445,0,0,1331917.893083,6414561.226649,-0.612314,-0.031876,0.023853,0.000182,-0.013288,0,-0.000005,65,-2.61919,-2.889836,-0.002691,0.011713,0.279678
